"n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica"
2,48.4,6200,2017,3,3,"Krzyki"
2,48.3,5797,2006,3,3,"Fabryczna"
2,38,6553,1989,5,10,"Krzyki"
2,52,7308,2010,3,3,"Krzyki"
3,62,8871,2014,0,0,"Krzyki"
3,46,5761,1970,1,10,"Fabryczna"
2,57,5596,1993,2,4,"Psie Pole"
3,67,6104,1900,2,5,"Stare Miasto"
4,163,6687,2002,2,2,"Psie Pole"
2,50,6980,1950,4,5,"Stare Miasto"
2,47,7340,2005,1,4,"Krzyki"
2,48,9375,2011,4,4,"Fabryczna"
2,46,9130,2015,6,7,"Stare Miasto"
3,65,7615,1970,7,15,"Śródmieście"
3,66.1,5673,1991,3,5,"Krzyki"
3,75.31,10185,2011,9,9,"Stare Miasto"
3,51,6667,2000,4,4,"Krzyki"
3,60,5000,1982,10,11,"Fabryczna"
3,57,6982,2006,1,3,"Krzyki"
3,52,6923,1985,4,4,"Stare Miasto"
2,38.5,6753,NA,4,7,"Fabryczna"
2,40,6975,2014,3,3,"Krzyki"
2,45.2,5642,NA,0,0,"Fabryczna"
2,35,6571,1970,6,10,"Krzyki"
2,32.7,6116,1970,9,10,"Fabryczna"
3,46.7,6403,1980,2,10,"Fabryczna"
2,59,5847,NA,4,4,"Śródmieście"
2,47.2,6250,1980,0,0,"Stare Miasto"
3,54,5648,1970,7,10,"Krzyki"
3,74.7,5823,2006,0,0,"Fabryczna"
3,72,6042,2006,1,2,"Fabryczna"
3,51.9,6146,NA,0,0,"Krzyki"
2,49,11755,NA,1,7,"Stare Miasto"
1,26.6,7331,2015,0,0,"Krzyki"
2,40.16,6698,2008,3,3,"Krzyki"
3,77,6000,NA,1,3,"Krzyki"
3,51.63,7341,1936,1,2,"Śródmieście"
3,63,5397,NA,13,NA,"Fabryczna"
4,60,7250,NA,3,NA,"Fabryczna"
2,40,5975,NA,2,5,"Fabryczna"
2,47.5,5747,NA,2,2,"Psie Pole"
1,33,7121,NA,2,2,"Śródmieście"
3,58.3,5660,NA,1,3,"Krzyki"
3,61.2,5866,2004,1,3,"Fabryczna"
4,75,5600,NA,NA,NA,"Śródmieście"
2,51,6863,NA,3,4,"Śródmieście"
1,39.55,9330,NA,3,3,"Krzyki"
2,45,5333,NA,0,0,"Fabryczna"
3,50,7980,NA,2,4,"Śródmieście"
2,49,6102,NA,2,3,"Fabryczna"
2,40,6725,2008,1,3,"Krzyki"
4,116.56,5276,2005,0,0,"Krzyki"
1,28.81,6768,NA,0,0,NA
4,78.68,7778,NA,2,2,"Krzyki"
2,39.04,5815,NA,3,4,"Krzyki"
3,66.43,7978,NA,2,2,"Krzyki"
3,48.41,5619,NA,1,4,"Krzyki"
2,48.52,6389,NA,1,3,"Krzyki"
2,74.1,6073,NA,0,0,"Krzyki"
2,54.32,4602,NA,1,2,"Psie Pole"
3,57.19,5018,NA,2,3,"Fabryczna"
3,61.52,4958,NA,1,3,"Fabryczna"
3,68.5,5109,2011,0,0,"Fabryczna"
3,113.8,4877,NA,3,4,"Śródmieście"
2,72,4306,NA,0,0,"Fabryczna"
3,111,11532,2007,4,6,"Śródmieście"
2,49,6102,2008,2,3,"Fabryczna"
2,40.16,7097,2008,3,3,"Krzyki"
5,106.11,4231,1930,3,3,"Krzyki"
5,112,5000,2014,0,0,"Krzyki"
2,47.5,4989,2000,4,4,"Krzyki"
3,56,5696,2012,1,1,"Psie Pole"
2,54,5185,1930,3,4,"Krzyki"
2,34,7529,1970,7,10,"Krzyki"
2,39.1,6343,1970,4,10,"Stare Miasto"
2,46.22,5842,1970,9,11,"Krzyki"
1,36,12500,1890,3,4,"Stare Miasto"
1,30.7,7818,2008,1,3,"Krzyki"
2,48.16,8306,2012,2,3,"Śródmieście"
2,45,4867,NA,0,0,"Psie Pole"
3,70,4271,1930,0,0,"Śródmieście"
2,36,6389,1980,9,10,"Psie Pole"
3,70,4429,1930,4,4,"Psie Pole"
3,62.5,5264,2005,3,3,"Krzyki"
2,37,6892,2008,1,5,"Śródmieście"
3,68,4544,1932,4,5,"Śródmieście"
2,45,6222,NA,1,4,"Śródmieście"
2,48,5729,1965,3,4,"Fabryczna"
2,38,5789,1970,10,10,"Fabryczna"
3,82.21,4744,NA,3,4,"Śródmieście"
3,65,5231,1970,1,3,"Krzyki"
2,39.98,6128,1930,0,0,"Psie Pole"
2,32,7156,1980,3,10,"Fabryczna"
4,73,4507,1980,2,10,"Fabryczna"
3,60,5600,1988,1,10,"Fabryczna"
4,79.1,4172,1977,4,4,"Fabryczna"
2,44.1,6100,1960,0,0,"Fabryczna"
3,63,5079,1970,2,10,"Krzyki"
2,49,6939,2002,7,7,"Stare Miasto"
2,57.65,16565,2013,3,3,"Stare Miasto"
2,56.66,15090,2013,3,3,"Stare Miasto"
2,56.59,15109,2013,3,3,"Stare Miasto"
3,57,6316,1970,5,11,"Krzyki"
4,76,5132,NA,4,4,"Krzyki"
2,48,6229,1970,13,15,"Śródmieście"
2,44.56,6620,1970,2,8,"Śródmieście"
2,53,6208,1930,4,5,"Śródmieście"
2,47.2,6335,1979,5,10,"Śródmieście"
2,48,6563,1970,0,0,"Śródmieście"
2,67,3716,1930,4,4,"Krzyki"
3,48,6229,1970,2,10,"Śródmieście"
3,54,5926,1970,4,10,"Fabryczna"
3,61.2,5866,2002,3,4,"Fabryczna"
3,44.8,6694,1972,4,4,"Stare Miasto"
2,64.78,8490,NA,3,4,"Stare Miasto"
3,66,4985,1935,1,1,"Krzyki"
3,57.67,6589,1994,6,8,"Krzyki"
3,65,5215,1977,3,10,"Krzyki"
3,73.1,6826,2011,3,3,"Krzyki"
3,54.8,6186,1980,1,10,"Krzyki"
3,67,5522,1990,3,6,"Śródmieście"
3,83,5723,2009,3,3,"Krzyki"
3,64.18,5126,1977,11,11,"Krzyki"
4,86,5698,2009,3,3,"Krzyki"
3,67,8657,2009,5,5,"Stare Miasto"
3,56,5446,1970,0,0,"Fabryczna"
2,49,8571,2010,1,6,"Fabryczna"
3,63,5794,1930,3,3,"Śródmieście"
3,59.87,4009,1960,3,3,"Fabryczna"
1,40.65,6763,1890,1,4,"Śródmieście"
1,31,7258,1970,0,0,"Stare Miasto"
3,47,5723,1930,0,0,"Krzyki"
3,62.5,5120,1980,9,10,"Krzyki"
2,67,5955,2007,3,6,"Krzyki"
1,44,6250,2001,4,8,"Psie Pole"
2,58,11379,2009,2,2,"Stare Miasto"
3,65.5,5786,NA,1,6,"Krzyki"
2,51,5980,2006,0,0,"Fabryczna"
4,85,7882,2010,0,0,"Krzyki"
2,48,6146,2006,2,6,"Krzyki"
3,86,6628,1930,1,1,"Fabryczna"
2,37.44,5235,1930,0,0,"Fabryczna"
2,54,7963,2009,3,4,"Krzyki"
3,64,5000,1980,1,4,"Fabryczna"
4,63,5794,1980,3,4,"Psie Pole"
2,48,5625,1930,1,4,"Śródmieście"
2,48.1,5301,1980,0,0,"Fabryczna"
2,54,4981,1930,3,4,"Krzyki"
3,100,4850,1930,0,0,"Krzyki"
4,112,3839,1930,1,4,"Śródmieście"
2,41,6829,1980,2,3,"Krzyki"
2,49,5816,1930,5,5,"Fabryczna"
3,49,6327,1977,1,4,"Stare Miasto"
3,65.4,5657,2000,1,2,"Krzyki"
4,82,4939,1990,4,6,"Fabryczna"
3,62.5,5904,1996,3,4,"Fabryczna"
2,51.5,5301,1978,6,11,"Psie Pole"
3,49,6531,1980,11,11,"Fabryczna"
3,62.5,6160,1983,1,4,NA
4,64.5,6744,1980,3,12,"Śródmieście"
3,49,5918,1970,6,8,"Stare Miasto"
1,40,7175,1960,3,4,"Stare Miasto"
3,64.4,5435,1981,1,3,"Fabryczna"
2,50,6500,1920,0,0,"Psie Pole"
3,70.5,5376,2007,0,0,"Fabryczna"
1,32,6094,1930,4,5,"Śródmieście"
1,24.6,7114,1950,1,1,"Fabryczna"
3,55.74,6459,1970,3,4,"Stare Miasto"
1,26,6538,1970,10,11,"Fabryczna"
2,45,6222,1963,0,0,"Śródmieście"
3,50,6800,2008,1,4,"Krzyki"
2,54,4444,1930,4,5,"Śródmieście"
2,47.3,5600,2018,1,5,NA
2,47.1,6350,2018,1,3,"Śródmieście"
2,47.2,5600,2018,5,5,NA
2,47.1,6200,2018,0,0,"Śródmieście"
2,39.1,5940,2018,0,0,"Śródmieście"
2,47.7,6300,2018,1,3,"Śródmieście"
2,49.69,5937,2009,4,6,"Psie Pole"
2,38.8,7191,2002,0,0,"Krzyki"
3,51.7,6112,1930,3,4,"Fabryczna"
2,47,7213,1970,1,4,"Śródmieście"
3,64.24,7098,2010,0,0,"Fabryczna"
2,62.36,5051,1930,1,2,"Psie Pole"
2,34.09,6630,NA,2,2,"Krzyki"
3,63.43,6858,1995,1,4,"Psie Pole"
3,66,4697,1905,2,4,"Śródmieście"
2,51,5000,1910,1,4,"Śródmieście"
3,71,4718,1920,0,0,"Śródmieście"
3,66.7,5172,1940,1,2,"Śródmieście"
3,66.7,5172,1940,1,2,"Psie Pole"
2,61.34,4711,1920,2,4,"Śródmieście"
3,83,6566,1936,1,2,"Psie Pole"
2,43,7395,NA,4,4,"Śródmieście"
2,41,5488,1950,2,2,"Krzyki"
3,63,6968,1930,0,0,NA
2,46,8674,NA,2,5,"Stare Miasto"
3,68,7059,2013,0,0,"Krzyki"
3,47.8,6255,2011,2,2,"Krzyki"
3,49,5268,NA,3,4,"Krzyki"
2,39,5487,NA,1,3,"Krzyki"
3,62,5629,NA,3,8,"Fabryczna"
3,56,6339,2011,0,0,"Krzyki"
1,26,8077,2011,3,3,"Krzyki"
3,86,5233,1925,4,5,"Śródmieście"
1,32,8094,2017,4,NA,"Fabryczna"
2,34,7500,NA,3,NA,"Krzyki"
3,54.1,5786,1980,1,10,"Fabryczna"
1,41,6341,1890,1,4,"Śródmieście"
2,46.23,11464,2017,6,6,"Stare Miasto"
3,50.4,6131,2001,4,4,"Krzyki"
2,46.23,11573,2017,5,6,"Stare Miasto"
2,52.64,5357,2007,2,3,"Krzyki"
3,56.41,6090,NA,1,7,"Krzyki"
2,49,6633,2010,0,0,NA
2,40,7125,2008,3,3,NA
1,39.55,9381,2015,3,5,NA
4,91,3900,NA,3,4,NA
4,63,8063,NA,14,15,"Śródmieście"
2,56,5893,2008,1,4,"Fabryczna"
3,79,4253,NA,4,4,"Fabryczna"
2,40.8,6471,NA,3,4,"Krzyki"
2,40.8,6471,NA,2,4,"Krzyki"
2,32.8,7287,NA,0,0,"Krzyki"
2,32.8,7287,NA,2,4,"Krzyki"
2,32.8,7287,NA,3,4,"Krzyki"
2,32.8,7287,NA,1,4,"Krzyki"
2,46,6065,NA,1,4,"Krzyki"
2,34.15,7291,NA,3,4,"Krzyki"
2,34.15,7291,NA,2,4,"Krzyki"
2,34.15,7291,NA,1,4,"Krzyki"
2,34.15,7291,NA,0,0,"Krzyki"
2,40.8,6471,NA,1,4,"Krzyki"
4,79,4253,1981,4,4,"Fabryczna"
2,47,5723,2004,3,3,"Krzyki"
3,69,6812,2013,0,0,"Krzyki"
2,34,7500,NA,3,7,"Krzyki"
3,79,5443,1993,1,6,"Stare Miasto"
2,39,6744,2000,1,2,"Krzyki"
3,63,5794,2001,0,0,NA
2,48,5729,2016,1,3,"Krzyki"
2,60,6583,2000,0,0,"Fabryczna"
2,51,5667,2000,5,8,"Psie Pole"
3,66,5848,2002,3,3,"Fabryczna"
3,61.2,5866,2004,3,3,"Fabryczna"
1,24,10375,1930,4,4,"Stare Miasto"
2,52,5481,2003,2,2,"Fabryczna"
2,50,5780,2001,5,5,"Psie Pole"
1,28,16393,2016,4,6,"Stare Miasto"
3,63.27,5216,1920,0,0,"Krzyki"
1,26,6538,NA,10,11,"Fabryczna"
1,28,15321,2016,4,6,"Stare Miasto"
6,220.9,10900,2016,6,6,"Śródmieście"
2,52,7596,2014,6,7,"Stare Miasto"
4,105,3666,1999,1,1,"Krzyki"
2,47.5,5242,1980,1,11,"Fabryczna"
3,85.56,5493,1906,3,3,"Śródmieście"
1,26.6,7331,2015,0,0,"Krzyki"
3,63,6905,NA,1,4,"Psie Pole"
3,89,11180,2007,2,6,"Śródmieście"
3,63,5794,1930,3,3,"Śródmieście"
1,31,6000,2002,2,3,"Fabryczna"
2,46,7152,2005,4,5,"Psie Pole"
2,47,5957,2007,2,2,"Psie Pole"
2,70,9000,1908,4,4,"Stare Miasto"
2,65,8462,1935,3,4,"Stare Miasto"
2,47,7234,2005,1,4,"Krzyki"
3,58,5328,NA,2,4,"Psie Pole"
2,45,5333,1930,0,0,"Fabryczna"
1,31,6097,2002,2,NA,"Fabryczna"
2,46,9348,2010,1,3,"Śródmieście"
3,89,3876,1980,0,0,"Krzyki"
1,38,7895,NA,0,0,"Krzyki"
3,72,5833,2006,1,2,"Fabryczna"
4,145,2724,NA,1,1,"Fabryczna"
2,55,4345,NA,3,5,"Stare Miasto"
2,47,4447,1906,0,0,"Psie Pole"
3,55,4364,NA,2,2,"Psie Pole"
2,65,11538,2009,3,3,"Krzyki"
3,65,7231,2008,3,3,"Psie Pole"
2,45,5222,NA,4,4,"Stare Miasto"
2,53,7092,1967,4,4,"Stare Miasto"
3,55.1,5450,NA,2,2,"Psie Pole"
3,54.66,7100,2017,1,4,"Krzyki"
1,34.4,7300,2017,2,4,"Krzyki"
2,48.71,7100,2017,1,4,"Krzyki"
2,44.72,7100,2017,2,4,"Krzyki"
2,44.75,7100,2017,1,4,"Krzyki"
4,53,6208,1960,6,10,"Stare Miasto"
3,58.2,5137,NA,0,0,"Psie Pole"
4,72,4514,NA,4,10,"Psie Pole"
3,96,10938,2007,3,5,"Stare Miasto"
3,50.5,6337,2006,0,0,"Fabryczna"
3,111,11486,2007,4,5,"Stare Miasto"
2,38.25,5000,NA,2,3,"Fabryczna"
2,38.24,5000,NA,2,3,"Fabryczna"
2,39.95,5000,NA,2,3,"Fabryczna"
2,39.65,5000,NA,2,3,"Fabryczna"
2,38.25,5000,NA,2,3,"Fabryczna"
2,35,5200,NA,3,3,"Fabryczna"
2,48.72,5000,NA,0,0,"Fabryczna"
2,38.33,500,NA,0,0,"Fabryczna"
3,57.34,5016,NA,1,3,"Fabryczna"
2,41.82,5595,NA,0,0,"Fabryczna"
3,61.52,4955,NA,1,3,"Fabryczna"
2,50.59,5297,NA,2,2,"Fabryczna"
2,42.81,5793,NA,0,0,"Fabryczna"
3,60.14,5150,NA,1,3,"Krzyki"
3,55.08,4890,NA,1,3,"Krzyki"
3,60.37,5150,NA,1,3,"Krzyki"
2,39.3,5548,NA,0,0,"Krzyki"
2,44.08,6400,NA,1,4,"Krzyki"
2,38.89,5542,NA,0,0,"Krzyki"
2,53.16,5305,NA,2,2,"Fabryczna"
2,43.74,6300,NA,0,0,"Krzyki"
2,44.94,6742,NA,4,6,"Stare Miasto"
4,139.6,6581,NA,2,6,"Śródmieście"
2,44.8,6674,NA,3,6,"Stare Miasto"
2,52.45,5450,NA,0,0,"Śródmieście"
2,42.88,8955,NA,1,7,"Śródmieście"
3,130.3,7419,NA,2,2,"Śródmieście"
3,53.95,6469,NA,0,0,"Stare Miasto"
1,27.63,10289,NA,2,6,"Stare Miasto"
2,45.16,6490,NA,1,8,"Fabryczna"
1,16.04,9471,NA,2,3,"Fabryczna"
2,37.89,7231,NA,4,6,"Stare Miasto"
1,34.85,6858,NA,0,0,"Stare Miasto"
2,39.24,7238,NA,2,6,"Stare Miasto"
2,36.08,7594,NA,5,6,"Stare Miasto"
3,60.2,5648,1970,4,4,"Fabryczna"
3,60.3,6065,NA,4,4,"Śródmieście"
3,54.4,6275,NA,3,3,"Śródmieście"
3,44.94,6653,NA,3,6,"Stare Miasto"
4,49.25,18150,NA,5,5,"Stare Miasto"
3,64.77,6469,NA,3,5,"Stare Miasto"
2,36.08,9281,NA,4,6,"Stare Miasto"
2,53.94,5100,NA,3,3,"Fabryczna"
2,40.54,11637,NA,3,4,"Stare Miasto"
2,50.27,5871,NA,0,0,"Krzyki"
1,47.87,5565,NA,2,4,"Fabryczna"
3,60.81,5716,NA,0,0,"Krzyki"
3,57.75,5939,NA,2,6,"Psie Pole"
2,45.23,5600,NA,0,0,"Krzyki"
1,17.07,7616,NA,0,0,"Fabryczna"
2,53.54,5500,NA,1,3,"Krzyki"
2,54.17,7920,NA,2,7,"Śródmieście"
2,28.02,10671,NA,4,7,"Śródmieście"
2,49.85,6199,NA,1,4,"Krzyki"
2,32.81,7284,NA,3,4,"Krzyki"
4,68.61,4931,NA,2,2,"Fabryczna"
2,45.72,5575,NA,0,0,"Fabryczna"
1,23.31,6800,NA,1,2,"Fabryczna"
2,46.3,5399,NA,2,2,"Krzyki"
3,67.7,5199,NA,2,2,"Krzyki"
2,50.45,5770,2017,6,9,"Śródmieście"
3,54.65,5565,NA,2,3,"Krzyki"
3,90.28,5815,2008,1,6,"Psie Pole"
2,52.49,5546,NA,6,9,"Śródmieście"
2,47.6,6400,NA,0,0,"Psie Pole"
2,49.5,5500,NA,1,3,"Krzyki"
2,47.66,5590,NA,2,4,"Fabryczna"
2,49.3,5250,NA,0,0,"Psie Pole"
2,39.2,5804,NA,3,5,"Psie Pole"
3,51.3,5665,NA,3,3,"Krzyki"
3,61.03,6097,NA,9,17,"Krzyki"
2,48.1,6549,NA,4,4,"Krzyki"
3,51.15,5484,NA,3,3,"Krzyki"
2,40.37,5450,NA,3,3,"Krzyki"
2,44.19,5400,NA,3,7,"Fabryczna"
2,43.7,5400,NA,3,7,"Fabryczna"
3,59.57,6698,NA,5,6,"Stare Miasto"
2,39.12,6876,NA,0,0,"Stare Miasto"
3,66.03,5710,NA,0,0,"Psie Pole"
3,52.5,6190,NA,0,0,"Psie Pole"
4,85.49,4447,NA,1,4,"Fabryczna"
2,44.47,5660,NA,1,2,"Psie Pole"
2,32.81,7284,NA,3,4,"Krzyki"
2,34.14,7293,NA,2,4,"Krzyki"
2,32.81,7284,NA,3,4,"Krzyki"
1,31.16,7028,NA,0,0,"Krzyki"
3,59.51,5760,NA,2,9,"Psie Pole"
2,44.5,5800,NA,1,2,"Krzyki"
3,54.4,5610,NA,0,0,"Psie Pole"
1,52.45,5450,NA,2,9,"Psie Pole"
1,52.45,5450,NA,2,9,"Psie Pole"
2,37.89,7231,NA,4,6,"Stare Miasto"
4,76.35,5400,NA,7,7,"Fabryczna"
2,41.82,5790,NA,0,0,"Fabryczna"
2,50.59,5490,NA,2,2,"Fabryczna"
3,63.7,5290,NA,2,2,"Fabryczna"
2,41.68,5371,NA,1,2,"Fabryczna"
1,29.48,13000,2018,2,NA,"Stare Miasto"
3,58.86,5800,2016,0,0,"Fabryczna"
2,50.6,5632,2000,1,2,"Krzyki"
2,42,5238,NA,9,NA,"Psie Pole"
2,66,8320,1930,3,4,"Stare Miasto"
2,39,9208,2013,0,0,"Krzyki"
3,71,5917,2017,2,5,"Krzyki"
3,63,5016,1980,2,11,"Fabryczna"
3,64,7577,1996,3,5,"Śródmieście"
3,57,6296,NA,3,5,"Krzyki"
4,83,5167,1984,9,11,"Krzyki"
3,55,6073,NA,2,5,"Krzyki"
3,68,7044,2013,0,0,"Fabryczna"
3,62.79,6530,1950,3,4,"Stare Miasto"
3,83,6566,1936,1,NA,"Psie Pole"
1,25,8400,1970,4,4,"Stare Miasto"
3,56.4,5350,NA,1,2,"Psie Pole"
3,56.4,5525,NA,2,2,"Psie Pole"
3,55.6,5525,NA,2,2,"Psie Pole"
3,56.4,5525,NA,1,2,"Psie Pole"
3,64,5922,1961,1,4,"Krzyki"
3,63.27,6328,NA,1,4,"Krzyki"
3,55.32,6146,NA,0,0,"Krzyki"
3,47,6277,NA,10,11,"Krzyki"
4,112,4107,2014,0,0,"Krzyki"
2,65,5523,2003,3,4,"Krzyki"
3,65,5523,2003,3,4,"Krzyki"
2,54.2,5332,2000,0,0,"Krzyki"
4,62.11,5290,NA,2,2,"Fabryczna"
3,50.39,5512,NA,2,2,"Fabryczna"
2,42.81,5790,NA,0,0,"Fabryczna"
2,35,5200,NA,0,0,"Fabryczna"
3,61.71,5000,NA,0,0,"Fabryczna"
3,64.33,10725,NA,1,4,"Stare Miasto"
2,44.28,5590,NA,2,4,"Fabryczna"
2,46.77,5590,NA,2,4,"Fabryczna"
4,95.34,5140,NA,1,2,"Krzyki"
3,90.46,4975,NA,2,2,"Krzyki"
1,23.04,10260,NA,0,0,"Stare Miasto"
2,36.08,9167,NA,2,6,"Stare Miasto"
2,46,8871,NA,2,6,"Stare Miasto"
3,57.94,8560,NA,4,6,"Stare Miasto"
2,53.7,5500,NA,0,0,"Psie Pole"
3,81,10864,NA,3,4,"Stare Miasto"
4,84,5821,1998,0,0,"Fabryczna"
4,90.5,4840,1991,6,6,"Śródmieście"
3,60,5667,1983,1,10,"Fabryczna"
3,63,6905,1995,1,4,"Psie Pole"
3,66,5136,1974,3,4,"Krzyki"
3,97,5979,1910,1,4,"Stare Miasto"
4,83.32,5161,1985,9,11,"Krzyki"
2,53,5377,2009,0,0,"Fabryczna"
2,54,7130,2014,3,4,"Fabryczna"
4,87,5402,NA,4,NA,NA
3,51.7,5996,NA,3,NA,NA
2,39.26,5371,NA,0,0,"Fabryczna"
2,32.81,7284,NA,1,4,"Krzyki"
3,63.25,3763,2015,2,2,"Krzyki"
4,84.5,5300,2002,1,3,"Krzyki"
3,60.96,5300,2002,2,3,"Krzyki"
NA,88.7,5299,2002,NA,NA,"Krzyki"
NA,255.78,4999,2002,1,3,"Krzyki"
NA,22.08,6200,NA,3,3,"Krzyki"
2,50.6,5632,NA,1,2,NA
3,63,5794,1930,3,3,"Śródmieście"
2,32,7031,NA,0,0,"Krzyki"
3,56.71,6242,2017,1,4,"Krzyki"
2,38.5,5519,NA,0,0,"Krzyki"
2,45.94,5450,NA,0,0,"Psie Pole"
3,66,5136,NA,3,4,"Krzyki"
2,70,5129,NA,1,4,"Śródmieście"
3,71,5301,NA,2,3,"Psie Pole"
3,83.64,5300,NA,0,0,"Psie Pole"
3,63,5556,1980,8,11,"Krzyki"
4,88,4943,2011,3,3,"Krzyki"
2,57,5246,2000,0,0,"Fabryczna"
3,64,4766,NA,8,8,"Fabryczna"
3,55,6273,1978,3,4,"Stare Miasto"
4,85,6941,1993,3,5,"Stare Miasto"
1,24,7500,2017,2,3,NA
3,55.74,6189,1970,3,4,"Stare Miasto"
3,72,5139,1864,0,0,"Stare Miasto"
2,40,6725,2008,3,3,NA
2,57.17,6384,1900,0,0,"Stare Miasto"
3,60,4206,NA,NA,NA,"Psie Pole"
2,46,9326,1925,0,0,"Stare Miasto"
2,47.7,5765,NA,4,4,"Psie Pole"
2,50.51,6929,NA,3,5,"Śródmieście"
3,56,6161,1974,2,4,"Stare Miasto"
4,90,5322,1998,0,0,"Krzyki"
2,69.07,4517,1930,1,3,NA
3,58,5690,2005,1,4,"Krzyki"
2,54,5185,NA,3,4,"Krzyki"
2,37,7243,1964,1,4,"Fabryczna"
2,41,5488,NA,2,2,"Krzyki"
3,58,5517,1986,4,4,"Krzyki"
2,46,6283,1975,2,4,"Krzyki"
3,62.51,8514,NA,7,7,NA
4,95.09,7920,NA,7,7,NA
3,68.89,7821,NA,7,7,NA
3,76.32,7910,NA,7,7,NA
3,51.72,8700,NA,7,7,NA
3,59.12,8600,NA,7,7,NA
3,73.31,7910,NA,7,7,NA
1,39.34,9000,NA,7,7,NA
1,39.46,9000,NA,7,7,NA
4,92.55,7910,NA,7,7,NA
3,62.51,8514,NA,6,7,NA
4,95.09,7920,NA,6,7,NA
2,45,6333,2006,1,4,"Fabryczna"
3,76.32,7910,NA,6,7,NA
3,51.72,8700,NA,6,7,NA
3,59.14,8514,NA,6,7,NA
3,73.31,7900,NA,6,7,NA
1,39.34,9000,NA,6,7,NA
1,39.46,9000,NA,6,7,NA
4,92.55,7910,NA,6,7,NA
2,40.48,8650,NA,5,7,NA
2,43.4,8613,NA,5,7,NA
3,72.35,7712,NA,5,7,NA
3,56.46,8316,NA,5,7,NA
2,55.65,7623,NA,5,7,NA
2,39.31,8712,NA,5,7,NA
2,39.23,8712,NA,5,7,NA
3,65.37,7673,NA,5,7,NA
2,41.57,8613,NA,5,7,NA
2,45.91,8613,NA,5,7,NA
2,40.82,8514,NA,5,7,NA
1,38.83,8514,NA,5,7,NA
1,39.23,8514,NA,5,7,NA
1,39.36,8514,NA,5,7,NA
1,39.15,8514,NA,5,7,NA
3,69.94,7712,NA,5,7,NA
2,40.48,7734,NA,4,7,NA
2,43.4,8415,NA,4,7,NA
3,72.33,7514,NA,4,7,NA
3,56.46,8118,NA,4,7,NA
2,55.65,7008,NA,4,7,NA
3,61,5885,2005,5,8,"Psie Pole"
4,78,5256,1980,4,4,"Fabryczna"
5,95,5295,2013,2,2,"Krzyki"
5,83,5349,2013,2,2,"Krzyki"
4,93,5323,2013,2,2,"Krzyki"
2,48.32,5342,NA,4,6,"Fabryczna"
3,65.03,5798,NA,0,0,"Psie Pole"
2,49.19,6709,NA,1,3,"Fabryczna"
3,57.21,6612,NA,1,3,"Fabryczna"
2,46.09,6795,NA,3,3,"Fabryczna"
2,44.54,6960,NA,0,0,"Fabryczna"
2,44.19,7065,NA,0,0,"Fabryczna"
3,64.16,6097,NA,1,17,"Krzyki"
3,65.1,5305,NA,2,3,"Krzyki"
3,61.9,5640,NA,2,3,"Krzyki"
4,58.6,5525,NA,2,3,"Krzyki"
3,52.6,5665,NA,3,3,"Krzyki"
2,48.9,5690,NA,2,3,"Krzyki"
3,57.7,5540,NA,1,3,"Krzyki"
3,76.4,5105,1930,0,0,"Śródmieście"
2,57,5789,2003,2,10,"Krzyki"
1,31.85,6750,NA,2,5,"Krzyki"
4,90,5222,2005,3,3,"Fabryczna"
3,54,6667,1980,1,4,"Krzyki"
2,55,7218,2009,6,7,"Krzyki"
2,53,6962,2009,2,10,"Psie Pole"
3,62,6758,1936,0,0,"Fabryczna"
3,59,6949,2002,3,3,"Krzyki"
3,68.76,6050,2004,5,5,"Krzyki"
4,112,4107,1900,0,0,"Krzyki"
2,58,6034,1900,4,4,"Krzyki"
1,29,9138,2015,2,2,"Fabryczna"
4,93,5323,2004,2,3,"Krzyki"
4,107,5178,2010,2,3,"Krzyki"
2,47,5532,1980,2,4,"Fabryczna"
3,57.1,5690,1978,0,0,"Psie Pole"
4,98.9,5460,2001,3,3,"Krzyki"
2,43,5930,2002,4,8,"Psie Pole"
3,124,8863,2004,4,5,"Stare Miasto"
3,81,8395,2014,3,3,"Śródmieście"
5,86,5465,2002,3,3,"Krzyki"
3,58.95,5751,1903,3,5,"Krzyki"
2,50,6780,2000,3,4,"Krzyki"
2,50,5780,2001,5,8,"Psie Pole"
4,73,6164,1960,4,4,"Krzyki"
2,54.5,6604,1992,2,4,"Krzyki"
4,63.4,5836,2011,1,3,"Fabryczna"
3,70,5000,1930,0,0,"Krzyki"
3,71,5493,1930,3,5,"Krzyki"
2,45.83,6764,2005,1,4,"Krzyki"
3,82,4378,NA,9,9,"Fabryczna"
3,80,5375,1993,1,6,"Stare Miasto"
3,55,6345,1995,4,4,"Stare Miasto"
3,55.74,6459,1970,3,4,"Stare Miasto"
3,53.9,6494,1975,2,4,"Fabryczna"
3,85,5753,NA,2,4,"Śródmieście"
3,67,5955,2011,0,0,"Fabryczna"
2,43.8,6621,2009,1,4,"Krzyki"
3,47,6702,1986,10,10,"Krzyki"
2,39.9,6967,NA,10,10,"Stare Miasto"
3,61.05,4586,1935,1,3,"Krzyki"
3,75,7053,2003,6,6,"Śródmieście"
3,37,7432,1980,11,11,"Fabryczna"
3,57,6123,1999,5,5,"Krzyki"
1,32,4375,NA,0,0,"Stare Miasto"
3,64.1,5913,2010,2,3,"Psie Pole"
3,90,5211,2007,2,2,"Krzyki"
3,84.55,5074,1900,3,4,"Stare Miasto"
